block,dimension,cp_rank_fraction,cp_rank,internal_nodes,topology,eta,scientific_instance_hash,controlled_cp_components,tensor_reconstruction_error,operator_output_error_upper,recursive_representation_budget,closure_budget,interaction_budget,total_theorem_budget,observed_total_error,bound_tightness,seed_count_required,status
H,16,0.4,6,4,balanced,0.001,6c9905bce41516c4ca0dbd4a15cc3d9feeae6288c6619a877e83182062422718,16,0.7905694150420949,0.7905694150420949,18.154048272984095,0.003,0.014222442388582786,18.17127071537268,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,4,balanced,0.01,f55ba3866bb5d2c3c3e973fd481be50caba8a1c78ff1df9501784ee96fb27a1d,16,0.7905694150420949,0.7905694150420949,18.154048272984095,0.03,0.14222442388582784,18.326272696869925,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,4,balanced,0.1,41a0b22353799f7b7670e1b70a26273d551599459f9c1dc8e5a16136be7485b8,16,0.7905694150420949,0.7905694150420949,18.154048272984095,0.30000000000000004,1.4222442388582788,19.876292511842376,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,8,comb,0.001,868783c928e3715fc4ddb5016c9a21be0febae6931bd4aea16ff3ef27ddba317,16,0.7905694150420949,0.7905694150420949,373.22276801626475,0.007,0.4060819075474138,373.63584992381215,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,8,comb,0.01,dfd10d69e44042fea22a4fd3af083ec24d18b39daaaec7b90ccd56db4c7855c0,16,0.7905694150420949,0.7905694150420949,373.22276801626475,0.07,4.0608190754741385,377.35358709173886,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,8,comb,0.1,387969d43dd189ce34b8edc0cf702b46c094fb3189e74deff5318b5f8a85e206,16,0.7905694150420949,0.7905694150420949,373.22276801626475,0.7000000000000001,40.608190754741386,414.5309587710061,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,8,balanced,0.001,0ed51bea1e70e9780e0d9353a2f55c511d1686b85c1cc5b5345eec3470eea682,16,0.7905694150420949,0.7905694150420949,373.22276801626475,0.007,0.4060819075474138,373.63584992381215,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,8,balanced,0.01,ddb0bb91d314d120aa856d09c42274b1707bc0975c237b59db0104d1dd90dcbc,16,0.7905694150420949,0.7905694150420949,373.22276801626475,0.07,4.0608190754741385,377.35358709173886,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,8,balanced,0.1,8a2a03573b2cb1eb415bef76375cbe5d62d0c65c6ed58ee336d19f7b4c267c4c,16,0.7905694150420949,0.7905694150420949,373.22276801626475,0.7000000000000001,40.608190754741386,414.5309587710061,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,16,comb,0.001,80512b9ba0a56b54efd1fb1f89812498f4a6a26d01f5aa51e73d76807bb005be,16,0.7905694150420949,0.7905694150420949,78872.8294849405,0.015,93.51667000293645,78966.36115494344,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,16,comb,0.01,b7d86ef0680fefb521b988f4e398818e0a8f82e84419ff0883feb27263c0ca20,16,0.7905694150420949,0.7905694150420949,78872.8294849405,0.15,935.1667000293645,79808.14618496987,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,16,comb,0.1,06fdf5fe645dad5460481166337fda3ee0bceec2d9839a0f5c0a278fdec8c36a,16,0.7905694150420949,0.7905694150420949,78872.8294849405,1.5,9351.667000293646,88225.99648523415,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,16,balanced,0.001,c8ac00c5db771a6dad79e704483538412b1ba1a8394e8ef9cfe4b9f3057e4e08,16,0.7905694150420949,0.7905694150420949,78872.8294849405,0.015,93.51667000293645,78966.36115494344,,,10,COMPLETE_ANALYTIC_CP_BUDGET
