block,arity,internal_nodes,shape_index,tree_hash,dimension,projector_rank,field,eta,error_type,scientific_instance_hash,depth,strahler_number,path_length_sum,certified_lower_bound,construction_value_upper,certified_upper_bound,absolute_gap,relative_gap,status,lower_method,upper_theorem,global_optimum_certified,precision,device
A,3,4,48,1448a836ab343732e41ce760683ada6e052ad8bb885be25b8c66850edb1d6b04,3,2,real,0.5,normal,7673c6219b101eb98fdd97e7d77a1732c1035a6e00dac36049e21fcdf9b75291,4,2,24,1.2990381056766578,1.2990381056766578,4.0,2.700961894323342,0.6752404735808355,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,48,1448a836ab343732e41ce760683ada6e052ad8bb885be25b8c66850edb1d6b04,2,1,real,1.0,ambient,39f0a32796c1a779e2b235838d1a35ea3b8053b4b9d1a3304a200bd2e63978b1,4,2,24,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,48,1448a836ab343732e41ce760683ada6e052ad8bb885be25b8c66850edb1d6b04,2,1,real,1.0,projected,afba0245eb6ec162a7e9f78f4feaccdeacabebd347c2a75251ac38ab41f98d40,4,2,24,0.0,0.0,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,48,1448a836ab343732e41ce760683ada6e052ad8bb885be25b8c66850edb1d6b04,2,1,real,1.0,normal,077dbbb9ed69917025bcdcc19599e030f053144f88c2b7bc1ad4ebf52f921cdb,4,2,24,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,48,1448a836ab343732e41ce760683ada6e052ad8bb885be25b8c66850edb1d6b04,3,1,real,1.0,ambient,e4ae99153b2390e8358a1110ec32021193b1336095e07176eabe86c8d37d0ca6,4,2,24,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,48,1448a836ab343732e41ce760683ada6e052ad8bb885be25b8c66850edb1d6b04,3,1,real,1.0,projected,05d560520af511ee58496e15058775ff9f446c459e45b687cf5912f4d8166fd2,4,2,24,0.0,0.0,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,48,1448a836ab343732e41ce760683ada6e052ad8bb885be25b8c66850edb1d6b04,3,1,real,1.0,normal,9881b91cde5cfa4f409607c69cd0d0e2ebb3fdaef5ccdc940c959b577ac175e2,4,2,24,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,48,1448a836ab343732e41ce760683ada6e052ad8bb885be25b8c66850edb1d6b04,3,2,real,1.0,ambient,94af87e560aa404ac2cea4a557501a45ef68c047ca2ae7e6546ccaebe3eae734,4,2,24,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,48,1448a836ab343732e41ce760683ada6e052ad8bb885be25b8c66850edb1d6b04,3,2,real,1.0,projected,7004a728e4611d1f44a5d7706dc451591318718092cc2d5df0616d3e801f726a,4,2,24,0.0,0.0,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,48,1448a836ab343732e41ce760683ada6e052ad8bb885be25b8c66850edb1d6b04,3,2,real,1.0,normal,3a7cfba258566b3fcd452c94e45c6bd5205a11cc3e899e6f3baefc0f85f8ec45,4,2,24,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.001,ambient,2c415349b6f41f740e041893ea5faef64a5b65b632300687e7eb761f57fde93e,4,2,24,1.999996000001,1.999996000001,4.0,2.000003999999,0.50000099999975,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.001,projected,56eb74e8e7d4b6398d998c8b60069d7f2a654d6e612609263d58cc2671008334,4,2,24,0.001999997,0.001999997,3.0,2.998000003,0.9993333343333334,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.001,normal,ae9c341cf0c4e94f4e68f5aeb43453fee57cd52cd717debf3330d2c04ffdab91,4,2,24,1.99999500000175,1.99999500000175,4.0,2.00000499999825,0.5000012499995625,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.001,ambient,ed8775e97b947337050fe3b88f2ed8595d9cef198577915b68ec61493cf28dae,4,2,24,1.999996000001,1.999996000001,4.0,2.000003999999,0.50000099999975,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.001,projected,e4008d3ac0273d471ef6d78a66fd203e5880258265beea1528b11a48f0ea83d8,4,2,24,0.001999997,0.001999997,3.0,2.998000003,0.9993333343333334,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.001,normal,d7e39118647a69bf208b1027f45959d9d450241e952ebdecc0767fd45cfce56b,4,2,24,1.99999500000175,1.99999500000175,4.0,2.00000499999825,0.5000012499995625,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.001,ambient,e7ce56474de477298c32eda1bf24b4917a4d406de5891ec77c614e9fd5b9db43,4,2,24,1.999996000001,1.999996000001,4.0,2.000003999999,0.50000099999975,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.001,projected,057757bb7e5b75df0772622fc3743936c1246cde519f4cc28a2d6f70c52e0f5b,4,2,24,0.001999997,0.001999997,3.0,2.998000003,0.9993333343333334,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.001,normal,2c29392a8a913855a6740007bc055e1456ad2d8f8873973b82ecc3d53170c9ff,4,2,24,1.99999500000175,1.99999500000175,4.0,2.00000499999825,0.5000012499995625,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.01,ambient,d50cab8610b97c3e471814700a4418a81983c6999036742420786e299311fcb3,4,2,24,1.99960001000025,1.99960001000025,4.0,2.00039998999975,0.5000999974999375,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.01,projected,c20f4828af451ca8f27cf30dee8c28aa7632e258f952c1b99eb206703b004f71,4,2,24,0.019996999999999997,0.019996999999999997,3.0,2.980003,0.9933343333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.01,normal,72d42726d11dd24fd36b5ea00965c2d5375e5c11f2e1e00be85b9db030b3fdaf,4,2,24,1.999500017500375,1.999500017500375,4.0,2.0004999824996252,0.5001249956249063,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.01,ambient,3be9fe3dba66dfdd1130df35db1c1d55ed5335c7bb553fe3e993dace1192fa4f,4,2,24,1.99960001000025,1.99960001000025,4.0,2.00039998999975,0.5000999974999375,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.01,projected,6306932dc17469af9e0cc6563549b3e06bdb214f179f96dfdcc0e374ade73b91,4,2,24,0.019996999999999997,0.019996999999999997,3.0,2.980003,0.9933343333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.01,normal,da957e3c9e92155ca2ac6da49428626b442526328fc80e552c5ffe3d70cd1765,4,2,24,1.999500017500375,1.999500017500375,4.0,2.0004999824996252,0.5001249956249063,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.01,ambient,afc3643ab7ac6ad208ba8966befec5d57e3f5496f6261ada453fad7c548dbe15,4,2,24,1.99960001000025,1.99960001000025,4.0,2.00039998999975,0.5000999974999375,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.01,projected,ce664f64ac83a6dbf45a156a213ee3487575df003eb180ea688b1080e18dd233,4,2,24,0.019996999999999997,0.019996999999999997,3.0,2.980003,0.9933343333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.01,normal,6a0f86e01e24851a7ffefa22dd3a3a5f26d6b208ccfe8316acd4d322a99faa82,4,2,24,1.999500017500375,1.999500017500375,4.0,2.0004999824996252,0.5001249956249063,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.1,ambient,4be4b94c53d3dbd610534cbdf7ee43c1d4fff7a7aab3ea895072e27596108781,4,2,24,1.9601002525381195,1.9601002525381195,4.0,2.0398997474618805,0.5099749368654701,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.1,projected,145b96727e5a7351266cc9a0752c5ff91e5ff7cf257ca90f385d7132eebd01a7,4,2,24,0.19699999999999998,0.19699999999999998,3.0,2.803,0.9343333333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.1,normal,cf71babf85dc85d18332d4837611798f9959dbb50f48c6d14d87e5395132523f,4,2,24,1.950175376728975,1.950175376728975,4.0,2.049824623271025,0.5124561558177563,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.1,ambient,f791820fe700ca54e7fd5e0cad5ed7de123eeeac74041561bf3a0714787da857,4,2,24,1.9601002525381195,1.9601002525381195,4.0,2.0398997474618805,0.5099749368654701,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.1,projected,70be603c60a786ef79326c41956e3c6e0a0bfc9e79ba3fbe4cec104270df842f,4,2,24,0.19699999999999998,0.19699999999999998,3.0,2.803,0.9343333333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.1,normal,f8547d8abaa78580d666b9f5c4e127cdb1913b366d3bda04cff45b9a8c5c64ca,4,2,24,1.950175376728975,1.950175376728975,4.0,2.049824623271025,0.5124561558177563,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.1,ambient,05623159478d424f7dc6fb74ce335e251e486b9eb6da7dabeeeba1118525ae8f,4,2,24,1.9601002525381195,1.9601002525381195,4.0,2.0398997474618805,0.5099749368654701,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.1,projected,b5cf28d797887829d48e1ee3479d0bb80bd14597cb74c730f229860fdd98b62e,4,2,24,0.19699999999999998,0.19699999999999998,3.0,2.803,0.9343333333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.1,normal,08b6ceca4f8a37f41aa35d674bea413477f55d08e85d758168f81bfbc30aa864,4,2,24,1.950175376728975,1.950175376728975,4.0,2.049824623271025,0.5124561558177563,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.5,ambient,3703a4d70bc775e38ca294219f302fa1b761e0a58469f5fe76a96ecdffc194fa,4,2,24,1.0680004681646913,1.0680004681646913,4.0,2.9319995318353085,0.7329998829588271,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.5,projected,cd017857b70bc90544a31f745c2c34dba123c69c037e6c662ad68cfe0755858d,4,2,24,0.6249999999999999,0.625,3.0,2.375,0.7916666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,0.5,normal,314f0322d91ecd6a66549bd0be4e3970f82f5a56e4b94c64729a584d9f9b05b5,4,2,24,0.8660254037844386,0.8660254037844386,4.0,3.1339745962155616,0.7834936490538904,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.5,ambient,340929317370d44c79a9697bcd920da824e2dcc9fe82494b9e5f0ff295ed1ab5,4,2,24,1.0680004681646913,1.0680004681646913,4.0,2.9319995318353085,0.7329998829588271,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.5,projected,707def76f4b5c8404895503e0420b8dcc5d99090598a3a3ac7ded5b135d9498f,4,2,24,0.6249999999999999,0.625,3.0,2.375,0.7916666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,0.5,normal,addb2731051e82afd43b6cf9fb5fd4b16396ba9f8998207ffdd7819adc5097d4,4,2,24,0.8660254037844386,0.8660254037844386,4.0,3.1339745962155616,0.7834936490538904,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.5,ambient,b64f70ae4245507768b6ab54e1adc05f0f4f7c63360b0ae2fad028a6bdf76735,4,2,24,1.0680004681646913,1.0680004681646913,4.0,2.9319995318353085,0.7329998829588271,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.5,projected,66f6222ea38c5477fd30b37aaa302d90bc701c11bd14e32c6112dfff7757a5c9,4,2,24,0.6249999999999999,0.625,3.0,2.375,0.7916666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,0.5,normal,b8a1742ccb8c3c18cee55c0a766b3433aece56efe822f02ee38c5a47adf12e38,4,2,24,0.8660254037844386,0.8660254037844386,4.0,3.1339745962155616,0.7834936490538904,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,1.0,ambient,75e6d2708a5fa538ab858c4a6cd5b9da4bed44166fdf8ce1c2a0f55df4454698,4,2,24,1.0,1.0,4.0,3.0,0.75,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,1.0,projected,27227d83ceb28e7ed6d4a78cdb3040e8c7e45895fdb51771679c6cf1ca9baee1,4,2,24,1.0,1.0,3.0,2.0,0.6666666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,2,1,real,1.0,normal,08b07bb391682f1a51f115afe453fe8fe5b026095fbec0da821790a0a7f900b0,4,2,24,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,1.0,ambient,82689d54c4a43eb0e9011acb145c5cd1fcacac86625c1cb00d84e308a29fa31a,4,2,24,1.0,1.0,4.0,3.0,0.75,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,1.0,projected,0f80b908331bf1d4efd95c78fbf05a8b29a27d11692199f01da90eb8376b8212,4,2,24,1.0,1.0,3.0,2.0,0.6666666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,1,real,1.0,normal,446e291dcba5e5851a169f1a634ba80fe61e3a96f1300c6e2eedb3a4264c9d2a,4,2,24,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,1.0,ambient,33adddee68ca2a45eb0a3cc2445a8052edd3af413358ba6cdcb7836fd561de84,4,2,24,1.0,1.0,4.0,3.0,0.75,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,1.0,projected,0ac9b8cdcad9be9530c153ec254dee4c56a8a25e9ec700f9c540e6d0a3fb0903,4,2,24,1.0,1.0,3.0,2.0,0.6666666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,49,432ccab780eefdecfd0ce4f7b506166840b577f196cf53eb823655bd224bdad5,3,2,real,1.0,normal,afa229e2afbe0b2299f4c672654356c839f4a8d06acf66ba29e7731735d72703,4,2,24,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,50,afbbe072fc6ceaa5dd02a94880889230c8ea3a76d7458657a7ebc1b0a9df6bf5,2,1,real,0.001,ambient,b7325299004d960f16fa309537df451b07b7b9c8f9e3e91ab05f3a04c8c94b1f,3,3,22,2.999996000001,2.999996000001,4.0,1.000003999999,0.25000099999975,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,50,afbbe072fc6ceaa5dd02a94880889230c8ea3a76d7458657a7ebc1b0a9df6bf5,2,1,real,0.001,projected,8484e0a858b3b4985d3c226fbea5391a90095dff65c4623984e699739916c1f9,3,3,22,0.002999997,0.002999997,3.0,2.997000003,0.9990000010000001,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
