experiment_id,group,metric,n_unique_runs,mean,std,median,min,max,ci95_half_width,effect_size_vs_reference,convergence_status,failure_count
V2_PROJECTOR_RECOVERY,closure_minimizing,closure_leakage,5,0.14857547672956078,0.16210412768269378,0.13813531508396626,0.004509411161221066,0.40742790034860044,0.142090532781269,1.2367121167897936,complete,0
V2_PROJECTOR_RECOVERY,closure_minimizing,principal_angle_radians,5,0.8234143767376138,0.6627942777015133,1.0431772609538732,0.11128156247623193,1.5465236286538908,0.5809647995350751,NA_zero_variance,complete,0
V2_PROJECTOR_RECOVERY,closure_minimizing,ram_peak_bytes,5,6288.0,0.0,6288.0,6288.0,6288.0,0.0,0.0,complete,0
V2_PROJECTOR_RECOVERY,closure_minimizing,runtime_seconds,5,0.0048766200081445275,0.0005137712776073404,0.005007100000511855,0.004101800033822656,0.005423099966719747,0.000450340380633836,-0.8096096472021269,complete,0
V2_PROJECTOR_RECOVERY,known_invariant,closure_leakage,5,0.006464938316005959,0.0114389274256529,0.001484935809333994,0.0007328889491905325,0.026913724788370966,0.01002666197087105,0.0,complete,0
V2_PROJECTOR_RECOVERY,known_invariant,principal_angle_radians,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,0
V2_PROJECTOR_RECOVERY,known_invariant,ram_peak_bytes,5,6288.0,0.0,6288.0,6288.0,6288.0,0.0,0.0,complete,0
V2_PROJECTOR_RECOVERY,known_invariant,runtime_seconds,5,0.005465299997013062,0.0008907490828251092,0.00548200000775978,0.004194099979940802,0.006712000002153218,0.0007807759960362736,0.0,complete,0
V2_SPECTRAL_GAP,no_gap|gap=1e-08,perturbation_norm,1,2e-08,0.0,2e-08,2e-08,2e-08,0.0,NA_no_reference,complete,0
V2_SPECTRAL_GAP,no_gap|gap=1e-08,snapped_projector_distance,1,1.0,0.0,1.0,1.0,1.0,0.0,NA_no_reference,complete,0
V2_SPECTRAL_GAP,no_gap|gap=1e-09,perturbation_norm,1,2e-09,0.0,2e-09,2e-09,2e-09,0.0,NA_no_reference,complete,0
V2_SPECTRAL_GAP,no_gap|gap=1e-09,snapped_projector_distance,1,1.0,0.0,1.0,1.0,1.0,0.0,NA_no_reference,complete,0
V2_SPECTRAL_GAP,no_gap|gap=1e-10,perturbation_norm,1,2e-10,0.0,2e-10,2e-10,2e-10,0.0,NA_no_reference,complete,0
V2_SPECTRAL_GAP,no_gap|gap=1e-10,snapped_projector_distance,1,1.0,0.0,1.0,1.0,1.0,0.0,NA_no_reference,complete,0
V2_SPECTRAL_GAP,no_gap|gap=1e-11,perturbation_norm,1,2e-11,0.0,2e-11,2e-11,2e-11,0.0,NA_no_reference,complete,0
V2_SPECTRAL_GAP,no_gap|gap=1e-11,snapped_projector_distance,1,1.0,0.0,1.0,1.0,1.0,0.0,NA_no_reference,complete,0
V2_SPECTRAL_GAP,no_gap|gap=1e-12,perturbation_norm,1,2e-12,0.0,2e-12,2e-12,2e-12,0.0,NA_no_reference,complete,0
V2_SPECTRAL_GAP,no_gap|gap=1e-12,snapped_projector_distance,1,1.0,0.0,1.0,1.0,1.0,0.0,NA_no_reference,complete,0
V2_PROJECTOR_RECOVERY,pca,closure_leakage,5,0.006169176915040091,0.011429397968447563,0.0012779201401875752,0.00039087805392135587,0.026594292794388588,0.010018309033343924,-0.025866465531674925,complete,0
V2_PROJECTOR_RECOVERY,pca,principal_angle_radians,5,0.018293155862881244,0.012046211359344609,0.010042227855402777,0.008516455919589827,0.03221771886242153,0.010558969808563278,NA_zero_variance,complete,0
V2_PROJECTOR_RECOVERY,pca,ram_peak_bytes,5,6288.0,0.0,6288.0,6288.0,6288.0,0.0,0.0,complete,0
V2_PROJECTOR_RECOVERY,pca,runtime_seconds,5,0.005012440006248653,0.0005083139347448618,0.005140500026755035,0.004342700005508959,0.005699100031051785,0.00044555680870396203,-0.6244660918697238,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.05,perturbation_norm,15,0.008500000000000002,0.00862926912978647,0.005000000000000001,0.0005,0.020000000000000007,0.004367012708935023,NA_no_reference,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.05,snapped_projector_distance,15,0.018851133386039585,0.019053223285432117,0.015022668643118638,0.0007476961011368258,0.060896360102577984,0.009642261352870527,NA_no_reference,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.05,theoretical_bound,15,0.4800000000000001,0.40987803063838396,0.4000000000000001,0.04,1.0,0.20742690278746392,NA_no_reference,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.1,perturbation_norm,15,0.017000000000000005,0.01725853825957294,0.01,0.0009999999999999996,0.04000000000000002,0.008734025417870045,NA_no_reference,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.1,snapped_projector_distance,15,0.02150619954385171,0.021020468554059733,0.01661597820059218,0.0009692330734379933,0.06438106063677797,0.010637824819541739,NA_no_reference,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.1,theoretical_bound,15,0.48000000000000004,0.40987803063838396,0.39999999999999997,0.03999999999999998,1.0,0.20742690278746392,NA_no_reference,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.2,perturbation_norm,15,0.034,0.034517076519145866,0.020000000000000004,0.001999999999999999,0.08000000000000002,0.017468050835740084,NA_no_reference,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.2,snapped_projector_distance,15,0.035093536518661865,0.03995911509380704,0.019454374440972855,0.0007134400905979875,0.1353587131060991,0.02022210233890001,NA_no_reference,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.2,theoretical_bound,15,0.48000000000000004,0.40987803063838396,0.4000000000000001,0.03999999999999998,1.0,0.20742690278746392,NA_no_reference,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.5,perturbation_norm,15,0.08499999999999998,0.08629269129786467,0.05,0.004999999999999999,0.20000000000000004,0.04367012708935021,NA_no_reference,complete,0
V2_SPECTRAL_GAP,positive_gap|gap=0.5,snapped_projector_distance,15,0.05204200351598113,0.05529196667587897,0.024791644912782046,0.002215774321657618,0.1689707895505192,0.027981595838992002,NA_no_reference,complete,0
